circ_idx,seq,A,G,d,B,P,M,P_enc,G_enc,d_enc,M_enc,P_native_gate_count,G_native_gate_count,d_native_gate_count,M_native_gate_count,full_native_gate_count,full_sequence_length,remaining_native_gate_count,remaining_wait_num_4-pihalf,remaining_wait_num_pihalf
289,Gxpi2:0(Gxpi2:0)^512Gxpi2:0Gxpi2:0Gxpi2:0@(0)  637  387,Gxpi2:0,Gxpi2:0,512,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,5,512,9,1,1,512,3,516,514,32257,8064,1
290,Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0)^512Gypi2:0Gypi2:0Gypi2:0@(0)  284  740,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,512,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,10,5,512,10,3,1,512,3,518,514,32255,8063,3
291,Gxpi2:0(Gypi2:0)^512Gxpi2:0Gxpi2:0Gxpi2:0@(0)  821  203,Gxpi2:0,Gypi2:0,512,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,6,512,9,1,1,512,3,516,514,32257,8064,1
292,Gypi2:0(Gypi2:0)^512Gxpi2:0Gxpi2:0@(0)  293  731,Gypi2:0,Gypi2:0,512,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,6,6,512,7,1,1,512,2,515,514,32258,8064,2
293,Gypi2:0Gypi2:0Gypi2:0(Gypi2:0)^512Gypi2:0@(0)  604  420,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,512,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,10,6,512,6,3,1,512,1,516,514,32257,8064,1
294,Gxpi2:0(Gxpi2:0Gypi2:0)^256Gxpi2:0@(0)  441  583,Gxpi2:0,Gxpi2:0Gypi2:0,256,Gxpi2:0,Gxpi2:0,Gxpi2:0,5,8,256,5,1,2,256,1,514,258,32259,8064,3
295,Gxpi2:0(Gxpi2:0Gypi2:0)^256Gypi2:0Gypi2:0Gypi2:0@(0)  323  701,Gxpi2:0,Gxpi2:0Gypi2:0,256,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,5,8,256,10,1,2,256,3,516,258,32257,8064,1
296,Gypi2:0(Gxpi2:0Gypi2:0)^256Gypi2:0Gypi2:0Gypi2:0@(0)  659  365,Gypi2:0,Gxpi2:0Gypi2:0,256,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,6,8,256,10,1,2,256,3,516,258,32257,8064,1
297,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^256Gypi2:0@(0)  294  730,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,256,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,8,256,6,3,2,256,1,516,258,32257,8064,1
298,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^256Gxpi2:0Gxpi2:0@(0)  487  537,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,256,Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0,9,8,256,7,3,2,256,2,517,258,32256,8064,0
299,(Gxpi2:0Gxpi2:0Gypi2:0)^170@(0)  817  207,,Gxpi2:0Gxpi2:0Gypi2:0,170,,,,-1,11,170,-1,0,3,170,0,510,170,32263,8065,3
300,Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^170Gxpi2:0Gxpi2:0Gxpi2:0@(0)  812  212,Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,170,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,11,170,9,1,3,170,3,514,172,32259,8064,3
301,Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^170Gxpi2:0Gxpi2:0@(0)  557  467,Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,170,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,6,11,170,7,1,3,170,2,513,172,32260,8065,0
302,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^170Gypi2:0@(0)  653  371,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,170,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,11,170,6,3,3,170,1,514,172,32259,8064,3
303,Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^170Gxpi2:0Gxpi2:0Gxpi2:0@(0)  671  353,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,170,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,10,11,170,9,3,3,170,3,516,172,32257,8064,1
304,([])^1024Gxpi2:0@(0)  529  495,,[],1024,Gxpi2:0,,Gxpi2:0,-1,4,1024,5,0,4,1024,1,4097,1025,28676,7169,0
305,([])^1024Gypi2:0@(0)  580  444,,[],1024,Gypi2:0,,Gypi2:0,-1,4,1024,6,0,4,1024,1,4097,1025,28676,7169,0
306,([])^1024Gxpi2:0Gxpi2:0@(0)  565  459,,[],1024,Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0,-1,4,1024,7,0,4,1024,2,4098,1025,28675,7168,3
307,Gypi2:0([])^1024Gypi2:0@(0)  346  678,Gypi2:0,[],1024,Gypi2:0,Gypi2:0,Gypi2:0,6,4,1024,6,1,4,1024,1,4098,1026,28675,7168,3
308,Gxpi2:0Gxpi2:0Gxpi2:0([])^1024@(0)  591  433,Gxpi2:0Gxpi2:0Gxpi2:0,[],1024,,Gxpi2:0Gxpi2:0Gxpi2:0,,9,4,1024,-1,3,4,1024,0,4099,1025,28674,7168,2
309,Gxpi2:0Gxpi2:0Gxpi2:0([])^1024Gxpi2:0@(0)  556  468,Gxpi2:0Gxpi2:0Gxpi2:0,[],1024,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,9,4,1024,5,3,4,1024,1,4100,1026,28673,7168,1
310,Gxpi2:0Gxpi2:0Gxpi2:0([])^1024Gypi2:0@(0)  554  470,Gxpi2:0Gxpi2:0Gxpi2:0,[],1024,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,4,1024,6,3,4,1024,1,4100,1026,28673,7168,1
311,Gypi2:0Gypi2:0Gypi2:0([])^1024Gxpi2:0@(0)  564  460,Gypi2:0Gypi2:0Gypi2:0,[],1024,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,10,4,1024,5,3,4,1024,1,4100,1026,28673,7168,1
312,Gypi2:0Gypi2:0Gypi2:0([])^1024Gxpi2:0Gxpi2:0@(0)  567  457,Gypi2:0Gypi2:0Gypi2:0,[],1024,Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0,10,4,1024,7,3,4,1024,2,4101,1026,28672,7168,0
313,(Gxpi2:0)^1024Gxpi2:0Gxpi2:0Gxpi2:0@(0)  400  624,,Gxpi2:0,1024,Gxpi2:0Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0Gxpi2:0,-1,5,1024,9,0,1,1024,3,1027,1025,31746,7936,2
314,Gxpi2:0(Gxpi2:0)^1024Gxpi2:0Gxpi2:0Gxpi2:0@(0)  437  587,Gxpi2:0,Gxpi2:0,1024,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,5,1024,9,1,1,1024,3,1028,1026,31745,7936,1
315,Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0)^1024Gypi2:0Gypi2:0Gypi2:0@(0)  301  723,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,1024,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,10,5,1024,10,3,1,1024,3,1030,1026,31743,7935,3
316,Gxpi2:0(Gypi2:0)^1024Gxpi2:0Gxpi2:0Gxpi2:0@(0)  807  217,Gxpi2:0,Gypi2:0,1024,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,6,1024,9,1,1,1024,3,1028,1026,31745,7936,1
317,Gypi2:0(Gypi2:0)^1024Gxpi2:0Gxpi2:0@(0)  364  660,Gypi2:0,Gypi2:0,1024,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,6,6,1024,7,1,1,1024,2,1027,1026,31746,7936,2
318,Gypi2:0Gypi2:0Gypi2:0(Gypi2:0)^1024Gypi2:0@(0)  428  596,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,1024,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,10,6,1024,6,3,1,1024,1,1028,1026,31745,7936,1
319,Gxpi2:0(Gxpi2:0Gypi2:0)^512Gxpi2:0@(0)  637  387,Gxpi2:0,Gxpi2:0Gypi2:0,512,Gxpi2:0,Gxpi2:0,Gxpi2:0,5,8,512,5,1,2,512,1,1026,514,31747,7936,3
320,Gxpi2:0(Gxpi2:0Gypi2:0)^512Gypi2:0Gypi2:0Gypi2:0@(0)  357  667,Gxpi2:0,Gxpi2:0Gypi2:0,512,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,5,8,512,10,1,2,512,3,1028,514,31745,7936,1
321,Gypi2:0(Gxpi2:0Gypi2:0)^512Gypi2:0Gypi2:0Gypi2:0@(0)  510  514,Gypi2:0,Gxpi2:0Gypi2:0,512,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,6,8,512,10,1,2,512,3,1028,514,31745,7936,1
322,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^512Gypi2:0@(0)  351  673,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,512,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,8,512,6,3,2,512,1,1028,514,31745,7936,1
323,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^512Gxpi2:0Gxpi2:0@(0)  687  337,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,512,Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0,9,8,512,7,3,2,512,2,1029,514,31744,7936,0
324,(Gxpi2:0Gxpi2:0Gypi2:0)^341@(0)  572  452,,Gxpi2:0Gxpi2:0Gypi2:0,341,,,,-1,11,341,-1,0,3,341,0,1023,341,31750,7937,2
325,Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^341Gxpi2:0Gxpi2:0Gxpi2:0@(0)  384  640,Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,341,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,11,341,9,1,3,341,3,1027,343,31746,7936,2
326,Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^341Gxpi2:0Gxpi2:0@(0)  780  244,Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,341,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,6,11,341,7,1,3,341,2,1026,343,31747,7936,3
327,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^341Gypi2:0@(0)  405  619,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,341,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,11,341,6,3,3,341,1,1027,343,31746,7936,2
328,Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^341Gxpi2:0Gxpi2:0Gxpi2:0@(0)  423  601,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,341,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,10,11,341,9,3,3,341,3,1029,343,31744,7936,0
329,([])^2048Gxpi2:0@(0)  536  488,,[],2048,Gxpi2:0,,Gxpi2:0,-1,4,2048,5,0,4,2048,1,8193,2049,24580,6145,0
330,([])^2048Gypi2:0@(0)  550  474,,[],2048,Gypi2:0,,Gypi2:0,-1,4,2048,6,0,4,2048,1,8193,2049,24580,6145,0
331,([])^2048Gxpi2:0Gxpi2:0@(0)  557  467,,[],2048,Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0,-1,4,2048,7,0,4,2048,2,8194,2049,24579,6144,3
332,Gypi2:0([])^2048Gypi2:0@(0)  426  598,Gypi2:0,[],2048,Gypi2:0,Gypi2:0,Gypi2:0,6,4,2048,6,1,4,2048,1,8194,2050,24579,6144,3
333,Gxpi2:0Gxpi2:0Gxpi2:0([])^2048@(0)  596  428,Gxpi2:0Gxpi2:0Gxpi2:0,[],2048,,Gxpi2:0Gxpi2:0Gxpi2:0,,9,4,2048,-1,3,4,2048,0,8195,2049,24578,6144,2
334,Gxpi2:0Gxpi2:0Gxpi2:0([])^2048Gxpi2:0@(0)  588  436,Gxpi2:0Gxpi2:0Gxpi2:0,[],2048,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,9,4,2048,5,3,4,2048,1,8196,2050,24577,6144,1
335,Gxpi2:0Gxpi2:0Gxpi2:0([])^2048Gypi2:0@(0)  578  446,Gxpi2:0Gxpi2:0Gxpi2:0,[],2048,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,4,2048,6,3,4,2048,1,8196,2050,24577,6144,1
336,Gypi2:0Gypi2:0Gypi2:0([])^2048Gxpi2:0@(0)  587  437,Gypi2:0Gypi2:0Gypi2:0,[],2048,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,10,4,2048,5,3,4,2048,1,8196,2050,24577,6144,1
337,Gypi2:0Gypi2:0Gypi2:0([])^2048Gxpi2:0Gxpi2:0@(0)  596  428,Gypi2:0Gypi2:0Gypi2:0,[],2048,Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0,10,4,2048,7,3,4,2048,2,8197,2050,24576,6144,0
338,(Gxpi2:0)^2048Gxpi2:0Gxpi2:0Gxpi2:0@(0)  755  269,,Gxpi2:0,2048,Gxpi2:0Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0Gxpi2:0,-1,5,2048,9,0,1,2048,3,2051,2049,30722,7680,2
339,Gxpi2:0(Gxpi2:0)^2048Gxpi2:0Gxpi2:0Gxpi2:0@(0)  554  470,Gxpi2:0,Gxpi2:0,2048,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,5,2048,9,1,1,2048,3,2052,2050,30721,7680,1
340,Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0)^2048Gypi2:0Gypi2:0Gypi2:0@(0)  345  679,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,2048,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,10,5,2048,10,3,1,2048,3,2054,2050,30719,7679,3
341,Gxpi2:0(Gypi2:0)^2048Gxpi2:0Gxpi2:0Gxpi2:0@(0)  806  218,Gxpi2:0,Gypi2:0,2048,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,6,2048,9,1,1,2048,3,2052,2050,30721,7680,1
342,Gypi2:0(Gypi2:0)^2048Gxpi2:0Gxpi2:0@(0)  777  247,Gypi2:0,Gypi2:0,2048,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,6,6,2048,7,1,1,2048,2,2051,2050,30722,7680,2
343,Gypi2:0Gypi2:0Gypi2:0(Gypi2:0)^2048Gypi2:0@(0)  570  454,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,2048,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,10,6,2048,6,3,1,2048,1,2052,2050,30721,7680,1
344,Gxpi2:0(Gxpi2:0Gypi2:0)^1024Gxpi2:0@(0)  390  634,Gxpi2:0,Gxpi2:0Gypi2:0,1024,Gxpi2:0,Gxpi2:0,Gxpi2:0,5,8,1024,5,1,2,1024,1,2050,1026,30723,7680,3
345,Gxpi2:0(Gxpi2:0Gypi2:0)^1024Gypi2:0Gypi2:0Gypi2:0@(0)  601  423,Gxpi2:0,Gxpi2:0Gypi2:0,1024,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,5,8,1024,10,1,2,1024,3,2052,1026,30721,7680,1
346,Gypi2:0(Gxpi2:0Gypi2:0)^1024Gypi2:0Gypi2:0Gypi2:0@(0)  788  236,Gypi2:0,Gxpi2:0Gypi2:0,1024,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,6,8,1024,10,1,2,1024,3,2052,1026,30721,7680,1
347,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^1024Gypi2:0@(0)  596  428,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,1024,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,8,1024,6,3,2,1024,1,2052,1026,30721,7680,1
348,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^1024Gxpi2:0Gxpi2:0@(0)  644  380,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,1024,Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0,9,8,1024,7,3,2,1024,2,2053,1026,30720,7680,0
349,(Gxpi2:0Gxpi2:0Gypi2:0)^682@(0)  697  327,,Gxpi2:0Gxpi2:0Gypi2:0,682,,,,-1,11,682,-1,0,3,682,0,2046,682,30727,7681,3
350,Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^682Gxpi2:0Gxpi2:0Gxpi2:0@(0)  548  476,Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,682,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,11,682,9,1,3,682,3,2050,684,30723,7680,3
351,Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^682Gxpi2:0Gxpi2:0@(0)  711  313,Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,682,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,6,11,682,7,1,3,682,2,2049,684,30724,7681,0
352,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^682Gypi2:0@(0)  755  269,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,682,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,11,682,6,3,3,682,1,2050,684,30723,7680,3
353,Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^682Gxpi2:0Gxpi2:0Gxpi2:0@(0)  760  264,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,682,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,10,11,682,9,3,3,682,3,2052,684,30721,7680,1
354,([])^4096Gxpi2:0@(0)  568  456,,[],4096,Gxpi2:0,,Gxpi2:0,-1,4,4096,5,0,4,4096,1,16385,4097,16388,4097,0
355,([])^4096Gypi2:0@(0)  595  429,,[],4096,Gypi2:0,,Gypi2:0,-1,4,4096,6,0,4,4096,1,16385,4097,16388,4097,0
356,([])^4096Gxpi2:0Gxpi2:0@(0)  604  420,,[],4096,Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0,-1,4,4096,7,0,4,4096,2,16386,4097,16387,4096,3
357,Gypi2:0([])^4096Gypi2:0@(0)  476  548,Gypi2:0,[],4096,Gypi2:0,Gypi2:0,Gypi2:0,6,4,4096,6,1,4,4096,1,16386,4098,16387,4096,3
358,Gxpi2:0Gxpi2:0Gxpi2:0([])^4096@(0)  556  468,Gxpi2:0Gxpi2:0Gxpi2:0,[],4096,,Gxpi2:0Gxpi2:0Gxpi2:0,,9,4,4096,-1,3,4,4096,0,16387,4097,16386,4096,2
359,Gxpi2:0Gxpi2:0Gxpi2:0([])^4096Gxpi2:0@(0)  596  428,Gxpi2:0Gxpi2:0Gxpi2:0,[],4096,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,9,4,4096,5,3,4,4096,1,16388,4098,16385,4096,1
360,Gxpi2:0Gxpi2:0Gxpi2:0([])^4096Gypi2:0@(0)  555  469,Gxpi2:0Gxpi2:0Gxpi2:0,[],4096,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,4,4096,6,3,4,4096,1,16388,4098,16385,4096,1
361,Gypi2:0Gypi2:0Gypi2:0([])^4096Gxpi2:0@(0)  547  477,Gypi2:0Gypi2:0Gypi2:0,[],4096,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,10,4,4096,5,3,4,4096,1,16388,4098,16385,4096,1
362,Gypi2:0Gypi2:0Gypi2:0([])^4096Gxpi2:0Gxpi2:0@(0)  547  477,Gypi2:0Gypi2:0Gypi2:0,[],4096,Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0,10,4,4096,7,3,4,4096,2,16389,4098,16384,4096,0
363,(Gxpi2:0)^4096Gxpi2:0Gxpi2:0Gxpi2:0@(0)  567  457,,Gxpi2:0,4096,Gxpi2:0Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0Gxpi2:0,-1,5,4096,9,0,1,4096,3,4099,4097,28674,7168,2
364,Gxpi2:0(Gxpi2:0)^4096Gxpi2:0Gxpi2:0Gxpi2:0@(0)  617  407,Gxpi2:0,Gxpi2:0,4096,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,5,4096,9,1,1,4096,3,4100,4098,28673,7168,1
365,Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0)^4096Gypi2:0Gypi2:0Gypi2:0@(0)  336  688,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,4096,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,10,5,4096,10,3,1,4096,3,4102,4098,28671,7167,3
366,Gxpi2:0(Gypi2:0)^4096Gxpi2:0Gxpi2:0Gxpi2:0@(0)  784  240,Gxpi2:0,Gypi2:0,4096,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,6,4096,9,1,1,4096,3,4100,4098,28673,7168,1
367,Gypi2:0(Gypi2:0)^4096Gxpi2:0Gxpi2:0@(0)  565  459,Gypi2:0,Gypi2:0,4096,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,6,6,4096,7,1,1,4096,2,4099,4098,28674,7168,2
368,Gypi2:0Gypi2:0Gypi2:0(Gypi2:0)^4096Gypi2:0@(0)  615  409,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,4096,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,10,6,4096,6,3,1,4096,1,4100,4098,28673,7168,1
369,Gxpi2:0(Gxpi2:0Gypi2:0)^2048Gxpi2:0@(0)  388  636,Gxpi2:0,Gxpi2:0Gypi2:0,2048,Gxpi2:0,Gxpi2:0,Gxpi2:0,5,8,2048,5,1,2,2048,1,4098,2050,28675,7168,3
370,Gxpi2:0(Gxpi2:0Gypi2:0)^2048Gypi2:0Gypi2:0Gypi2:0@(0)  540  484,Gxpi2:0,Gxpi2:0Gypi2:0,2048,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,5,8,2048,10,1,2,2048,3,4100,2050,28673,7168,1
371,Gypi2:0(Gxpi2:0Gypi2:0)^2048Gypi2:0Gypi2:0Gypi2:0@(0)  707  317,Gypi2:0,Gxpi2:0Gypi2:0,2048,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,6,8,2048,10,1,2,2048,3,4100,2050,28673,7168,1
372,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^2048Gypi2:0@(0)  521  503,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,2048,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,8,2048,6,3,2,2048,1,4100,2050,28673,7168,1
373,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^2048Gxpi2:0Gxpi2:0@(0)  595  429,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,2048,Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0,9,8,2048,7,3,2,2048,2,4101,2050,28672,7168,0
374,(Gxpi2:0Gxpi2:0Gypi2:0)^1365@(0)  665  359,,Gxpi2:0Gxpi2:0Gypi2:0,1365,,,,-1,11,1365,-1,0,3,1365,0,4095,1365,28678,7169,2
375,Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^1365Gxpi2:0Gxpi2:0Gxpi2:0@(0)  485  539,Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,1365,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,11,1365,9,1,3,1365,3,4099,1367,28674,7168,2
376,Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^1365Gxpi2:0Gxpi2:0@(0)  686  338,Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,1365,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,6,11,1365,7,1,3,1365,2,4098,1367,28675,7168,3
377,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^1365Gypi2:0@(0)  494  530,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,1365,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,11,1365,6,3,3,1365,1,4099,1367,28674,7168,2
